,MOFA_shared_Factor1,MOFA_shared_Factor2,MOFA_shared_Factor3,MOFA_shared_Factor4,MOFA_shared_Factor5
TCGA.D8.A1JG,1.557649410992076,-1.6018644482519044,1.655308952426653,-3.2170225463234474,-1.915463022533162
TCGA.D8.A1JH,-0.242411365050257,2.5941909540291,-1.2218480277717925,0.7851959863479171,0.2746842226740281
TCGA.D8.A1JI,-3.815383580162084,-2.094731580292894,-1.5545622478958359,-0.6377606415254808,1.9494550461725637
TCGA.D8.A1JJ,-0.9532748568445844,-1.254277738403474,-0.15413675865071153,-0.31459297298751576,-1.6816841606404342
TCGA.D8.A1JK,1.5155785776472783,-2.474541866106123,-1.2869002417437962,-3.339519385067791,-2.403796059467711
TCGA.D8.A1JL,4.269837831534862,-0.40437963037412594,-0.6655452490223238,0.08006583118725262,0.5571676437573714
TCGA.D8.A1JN,-2.985141729137199,-1.4022760387217728,1.4250367656749605,-1.7078555754308773,-3.2902301926703688
TCGA.D8.A1JP,-0.7205251254686007,0.12980728486159493,-0.29242278356564705,-0.0785607488828032,-0.875602358918166
TCGA.D8.A1JS,-3.5432960563636042,-1.7570091383404827,-2.7467325596734025,1.381230739331912,0.1853419697395707
TCGA.D8.A1JT,-2.8628071823404992,-3.7041507486601346,-0.34700806090611813,-0.9730168048306014,0.4280378791351692
TCGA.D8.A1JU,0.16281416904046378,3.296890636359135,-1.096083864810013,1.1853182429741351,-0.6147426362222556
TCGA.D8.A1X5,-1.8739384507926105,-2.5741831106204867,0.8078290724885304,-1.937319909609317,-0.4046009760939241
TCGA.D8.A1X6,-2.8139047089897606,-2.9435500868576554,-2.3108734771588746,-2.087022414410347,0.727754320107581
TCGA.D8.A1X7,-1.8634931827785748,-1.1768310998977587,-2.8287849978996813,0.020984017116989273,0.4142447318305409
TCGA.D8.A1X8,-1.36473258115716,1.9732387818412807,-0.2776862060191021,0.4428152574038804,0.28154121228433865
TCGA.D8.A1X9,-2.314203353741423,-1.988520906942249,2.072645800435298,-1.7210803451316377,0.6811463626325068
TCGA.D8.A1XA,-2.7977731038068434,-2.028928829385164,-0.7829195749410551,-1.4882050944697884,-0.3851715730140838
TCGA.D8.A1XB,-1.1843225713879035,0.9848727949034484,0.6066503294971947,1.8649590970143248,-1.3350170663444623
TCGA.D8.A1XC,-3.0595354855084183,-1.9202841854490034,-2.112442050693187,2.9017378419987656,2.461845569234714
TCGA.D8.A1XD,-1.5522721539040525,-0.7636617322659028,0.13452339368789715,2.425078954188711,1.0222023835543412
TCGA.D8.A1XF,-1.9026090975887573,-2.0601602915447197,6.395619857942788,1.897044567449144,3.9048304271151446
TCGA.D8.A1XG,-1.1129926838869084,-0.3317028673235204,-3.195869670872739,4.2689270455652455,1.8335816329785801
TCGA.D8.A1XJ,-0.6273536336901836,-1.6940365053052304,1.8772119963216172,1.212938094051814,-2.6374252403575285
