,MOFA_miRNA_Factor1,MOFA_miRNA_Factor2,MOFA_miRNA_Factor3,MOFA_miRNA_Factor4,MOFA_miRNA_Factor5
TCGA.D8.A1XA,0.38395141534088517,-0.493045538218883,1.0967231293240707,-0.9591563286518953,-0.33664519900500506
TCGA.D8.A1XB,-1.3145746442174369,0.7082379263392858,0.8772949579469004,-1.8042647002042456,0.12812437727571113
TCGA.D8.A1XC,-0.7686138233944614,-3.8026373903246244,1.5379670328176855,-0.35319857475631317,-0.2028939224825893
TCGA.D8.A1XD,0.13197978406023972,-0.08736846667163743,1.3511864166958472,-1.280046203695605,2.5362502037273145
TCGA.D8.A1XF,0.9268970535034762,-1.1900389369429076,0.7520333907081804,-0.43958966197303695,-0.3518838935554324
TCGA.D8.A1XG,-0.45232528989856546,-1.1180290627028813,1.38935276301786,-0.2914370902403836,-0.20800177067305026
TCGA.D8.A1XJ,-0.8670461170252428,-1.3158336596527211,-1.5586056933925951,-2.847140893910073,-0.460464103132185
TCGA.D8.A1XK,2.125178676561236,-2.4522967424447466,-0.6790470358585339,-1.3521369971191264,-0.11197492492947739
TCGA.D8.A1XL,-0.8411320733680578,-2.5432486132815044,-1.48701838448697,-2.344930340735467,-0.5611329209454166
TCGA.D8.A1XM,-1.3435012674068443,-0.2355376252874369,-1.444317473870166,-2.038126761411808,-0.20041093274533972
TCGA.D8.A1XO,-0.31193303992729987,0.2884025633180591,1.3847110071469266,-0.8455710882839016,-0.10888893551613738
TCGA.D8.A1XQ,2.353472680127792,-1.1216472623410694,-0.427262957067421,-0.7355455218427405,9.409386895693343
TCGA.D8.A1XR,0.5134166068697854,-0.7508341577986494,1.3594108378947034,-0.4452717214207807,0.009286142060505995
TCGA.D8.A1XS,-0.8498677272861352,-0.49463710574796427,0.46340394342272656,-1.0151493985431503,-0.38506052923641443
TCGA.D8.A1XT,1.462009737385311,1.2008146813373632,0.5620397787218344,-1.0017503970883879,-0.597816343866302
TCGA.D8.A1XU,-0.8657507139265803,1.007237356018266,1.4277923472790792,-0.7438914109488213,-0.22573388391480426
TCGA.D8.A1XV,-0.11867182055306728,-2.638845858025544,1.477386955671623,-0.4836426630593518,-0.267858478851276
TCGA.D8.A1XY,-0.0042539167260599526,1.9643009289131523,1.5499223471111339,-0.8542030639378383,-0.02576464144751253
TCGA.D8.A1XZ,2.1758603538489516,-0.10159981470540617,0.7359225164720777,-0.22628788906657585,0.5566851092357512
TCGA.D8.A1Y0,0.4301119108385536,-0.209496879333606,1.2225147858413956,-0.2911136774050198,-0.1461829283951841
TCGA.D8.A1Y1,1.1624464583062533,0.475368257901446,1.3909861308384697,-0.7207149280915537,-0.3901220580007573
TCGA.D8.A1Y2,-1.7432675596457263,-0.2634792552438312,-1.0786549827180465,-2.2769031051163737,-0.34025861127441803
TCGA.D8.A1Y3,1.8574335422170394,-0.7312103349252804,-0.41555171721565387,-1.4900945354371502,-0.10686382338523095
TCGA.D8.A27E,-1.0832063574273023,-2.13705295623476,0.17603663833058594,0.2222451206626745,-0.2825291858193201
TCGA.D8.A27F,0.6599683189419345,0.231015310376732,-2.12531682177569,-0.27974272280256035,-0.8075139224202427
TCGA.D8.A27G,-1.8666282839493673,0.4187311206262159,-0.4821027441253168,-0.3893340367754734,-0.3316810988163879
TCGA.D8.A27H,-0.2899358594755165,0.10445443146403834,-1.3032009210475621,0.3505500690591508,-0.2769904618562601
TCGA.D8.A27I,-2.818586369876416,0.2692274968443848,-0.7951432462535958,0.31862396658558595,-0.039571131064626355
TCGA.D8.A27K,-1.6833159631799177,-0.1775183906694564,-0.1974255171208262,0.0859234805307286,-0.21560144800166844
TCGA.D8.A27L,-2.56982944096156,-0.23596246610585309,-0.5495818615669306,-0.42378917135097754,-0.10772444676421203
TCGA.D8.A27M,0.4126065772170055,0.06174613072211371,-1.063848033059838,0.6019056684731664,-0.7024395684000949
TCGA.D8.A27N,-0.9334092293736734,-0.49281359531670726,-0.6379861152093375,-0.42318336971942744,-0.4870678047652552
TCGA.D8.A27P,-2.023030942921011,-0.4308256654911585,-0.003817311235963195,0.019946505116257694,-0.04809481890372845
TCGA.D8.A27R,-0.11243041229208854,0.10266254378623432,-0.9809428875945424,-0.2444309274381226,-0.2067202859176741
TCGA.D8.A27T,-1.87638651918159,-0.09904470589578712,-0.25053145343901984,0.6332033215483444,-0.22676343561603823
TCGA.D8.A27V,-0.8198296960435536,-0.05636228794920259,0.7050835214073415,-0.34380578399617995,-0.1722877596224954
TCGA.D8.A27W,-1.290812994787661,-0.8519209418392752,-0.909550652839612,0.13884664293270604,-0.4332162716892392
TCGA.D8.A3Z5,-1.2807297097509818,-0.9793695786809643,0.3609924013751343,2.070035289817005,-0.07113895664800267
TCGA.D8.A3Z6,-1.0146356259115337,0.36101430736788886,0.05439829448867808,-0.44622634714984705,-0.29564293827644195
TCGA.D8.A4Z1,-2.28629865011715,-0.39003560926535913,-0.9480518103324246,1.2027585221813641,-0.06687014773876641
TCGA.E2.A14N,2.183221746621678,2.586943892615306,-0.3379346109990912,2.274292045477722,1.400404311939552
TCGA.E2.A14U,-0.7645831506004833,1.81693441496483,-0.9150938663909822,1.4848346331831281,0.1398244210144063
TCGA.E2.A15I,-0.7398249027267048,-0.0029704569439865476,1.3174694150884732,1.1028996572350056,-0.23032408175530947
TCGA.E2.A15K,1.3047430190187381,-0.08856434505939971,0.5342213689617055,0.05438666916066937,-0.4539161832224208
TCGA.E2.A1AZ,1.2864676245504039,0.8977620893080036,-2.220308128906983,-1.0348839441922058,-0.5845029265947091
TCGA.E2.A1B0,0.679910595545407,0.7237635577554318,-0.4278940567400661,-0.27524248745003416,-0.0887388556531628
TCGA.E2.A1B1,-1.2633556918804223,1.142436382605547,0.34786092863878565,-0.5206395080154924,0.427183288176642
TCGA.E2.A1B4,-1.0297123331806244,0.9443869705193711,1.0889152443301853,0.8081518615897915,-0.15503225937529277
TCGA.E2.A1B5,0.5811837693979818,-0.4738389779555662,0.8489096477340755,2.2671372037298654,-0.2067402633041036
TCGA.E2.A1B6,2.2164543074218312,1.0170291645592506,-0.3839132646095662,3.1349730511529477,1.332713629293844
TCGA.E2.A1BC,-0.27845517458212954,1.3053210373929351,0.7058966330287969,0.1656550242940927,0.11535415384444749
TCGA.E2.A1BD,-0.6896574282701879,1.2109508329114884,0.8928067480475231,0.40884367267966404,-0.31919743312571136
TCGA.E2.A1IE,0.36334084863832894,0.4222975151114183,1.31865039048799,1.3364159424744444,-0.2788528335203541
TCGA.E2.A1IF,0.47410275644878236,2.7616621976744447,0.9007089376990148,0.5500175820241189,-0.045029113521171026
TCGA.E2.A1IG,-0.24511970172805816,0.2681219318538835,1.129109828118871,-0.9083235432427836,-0.3544651956693585
TCGA.E2.A1IH,-0.5720504235441181,2.128646520662465,1.0074032735017737,1.5649101536772632,0.033943151322576096
TCGA.E2.A1II,2.048548731771774,-2.398991950742812,-0.7703837023339797,-0.12209167138762399,1.5246997903685264
TCGA.E2.A1IJ,-0.7445450696553765,1.5203699130669852,0.7533222136519532,0.07096894438591962,-0.36520843297001165
TCGA.E2.A1IK,-0.5894058733646264,0.7399948361098692,0.7524219405185173,0.1948171383425118,-0.06965603517782282
TCGA.E2.A1IL,-0.7526394185621587,-0.08200332299592189,1.2703707647478446,-0.3746070795185489,0.4596216300661712
TCGA.E2.A1IN,-0.5201104090513445,0.925723669028102,1.089321900135461,-0.6218403353219919,0.10146011844078208
TCGA.E2.A1IO,0.5281068182487916,1.3901503353466342,0.5667284553088846,-0.8040327428563195,-0.17264754699004214
TCGA.E2.A1IU,-1.0458225707709883,-0.723183954137282,0.7453160569097107,-0.03180555262718681,-0.22393332742507294
TCGA.E2.A1L6,-0.08004041068994804,0.6867565067781545,0.8028675062654458,-0.2387040057590008,-0.34381204868789744
TCGA.E2.A1L7,3.170096996426721,0.0318575733495157,0.669005443421541,0.49463408256845226,-0.6313311594911621
TCGA.E2.A1L8,0.7055291725907803,2.4435479174924537,1.3848512531241959,1.2627046571456042,-0.4514128225030505
TCGA.E2.A1L9,0.9812323707041352,1.4266317999412395,1.608859181651715,0.877042890969996,0.45886441426942975
TCGA.E2.A1LA,-0.10984584759198406,-1.0019076663779338,0.16740119744644869,-0.5556839228161353,0.8920335176943165
TCGA.E2.A1LB,0.6635457402092081,-0.07652744530855797,0.9103937127733737,-0.8237079816649511,-0.43713865856563056
TCGA.E2.A1LE,-1.2057564161920027,0.2701518705887618,-1.0991851287726482,0.11667213226211946,-0.02783224615404713
TCGA.E2.A1LG,0.7300710965529457,-1.7349487069579603,-0.058143806194215754,0.4924363730003897,-0.4808998383069092
TCGA.E2.A1LH,0.8582380989415368,-0.0570586731835398,-1.8042394615038613,-0.10650569006627039,-0.3367449343164138
TCGA.E2.A1LI,3.086398702358601,0.09400563352392895,-0.7798472536145493,1.182640008129369,0.5136190888431781
TCGA.E2.A1LK,2.8763428370893234,-1.3069269693700925,-1.4542649624462929,-0.6155848257446368,1.2667750210823685
TCGA.E2.A1LL,1.1263631361376785,1.4745057651636897,-0.693171270253477,-0.7826260921042648,-0.2773411774227702
TCGA.E2.A1LS,1.607460656458092,-1.038622664023763,0.5750532234142575,0.9692054560667129,-0.2612003531786596
TCGA.E2.A2P5,-1.3922383122240305,0.5125531572351516,-1.6151014040651699,-0.053472050241508085,-0.014321304612305111
TCGA.E2.A2P6,-1.703941719792154,-2.464121412610901,-0.7253996498195768,1.3381861504326897,-0.07271319377688236
TCGA.E2.A3DX,-2.2868781947980996,0.8212762432728181,-1.0199288231251555,0.05758891219136333,-0.3318056633220174
TCGA.E2.A56Z,-1.3939550732535098,-2.2539378919243105,0.14598143342886918,0.5887853883433629,-0.1874178605258799
TCGA.E2.A570,-1.2623960338323277,0.6370315163419753,0.02121842412933426,-0.10407064804542972,-0.2960789723941319
TCGA.E2.A573,1.5629514495125079,-0.8348814625496835,-1.9611462300593911,0.2598931634800217,1.9150613311293045
TCGA.E2.A574,1.4764358304092682,0.13957131189318095,-1.8842644356528717,0.378222926493378,-1.0767874795747396
TCGA.E9.A1N3,0.17736477190122865,-1.866529582213848,1.4456004431863219,-0.26527156558721743,-0.24526121900233877
TCGA.E9.A1N4,-2.3029705296780145,-1.6497671523345747,-1.3485445918691354,-1.7179596754041344,-0.3410857736780751
TCGA.E9.A1N5,-0.6826508785203664,-0.48922932163065774,0.526753575804988,-0.6927657924479405,-0.3380306413119073
TCGA.E9.A1N6,1.4234224502635284,1.2226899607915398,0.6490236317090724,-1.3282307201530312,-0.42370912117307413
TCGA.E9.A1N8,1.534589670723321,-2.0793665196902498,-0.7802814044697486,-0.3918376345555977,1.519234936789454
TCGA.E9.A1N9,1.658327428169387,-0.020855728565116496,0.45523845308086985,0.112078923486923,-0.520044079040619
TCGA.E9.A1NA,-0.09180486713038107,-0.13126517265541407,0.7940243581798154,-1.1900663684389703,-0.5141779282368824
TCGA.E9.A1ND,1.4986009687246564,-0.9082811764888615,-0.7741955007375747,-0.2512936422072489,0.8071695514975967
TCGA.E9.A1NE,0.9529401295988233,0.5879354008974388,0.24273089820492472,0.2945481898055367,0.07919938058240132
TCGA.E9.A1NF,0.2571385693645867,0.5427432031124734,1.136033607015942,-0.9965233248453846,-0.3356972131779537
TCGA.E9.A1NG,0.3167196214349628,0.6637074783034942,1.1879503577800368,-0.25202434755449565,-0.37067652073657964
TCGA.E9.A1NH,0.4876330635066917,0.6561496952032069,1.1969850312966597,-0.18308400413558695,-0.5432738256107801
TCGA.E9.A1NI,1.044215170559642,0.23600986063609086,1.1971150676239868,-0.8771558840269645,-0.5326941569870682
TCGA.E9.A1QZ,-0.2381259201778511,0.5318055437182768,-0.24535213580034088,0.4202491058391138,-0.19742282367276381
TCGA.E9.A1R0,-1.5612682526747264,-0.24690497787808613,-0.7791690829870773,0.057624815428771854,-0.2527890853138945
TCGA.E9.A1R2,0.5502862063195249,-0.6331852508709607,0.2887736907286537,-0.43430857841891046,-0.1811643306351731
TCGA.E9.A1R3,-1.7064125245617021,-1.3382948935084942,-1.0252540576769662,-2.0134214295716415,-0.15293227548461638
TCGA.E9.A1R4,1.7573300845162982,-0.2752646477762193,0.42558126017316483,-0.6546221923393784,-0.699775543974455
TCGA.E9.A1R5,0.0033091607976814025,0.7738750350771428,1.167553427959832,-1.1012051378836853,-0.3175496238854933
TCGA.E9.A1R6,0.1854841753621645,-0.5393465371792442,1.2633167904519453,-0.44291328474292146,-0.3203363643655734
TCGA.E9.A1R7,0.15248727466268186,0.05234025082481445,0.9324517291161966,-0.22401275911375082,-0.48557011999387406
TCGA.E9.A1RB,-0.5848873825305375,-0.8986209925535236,-1.6983547355820123,-2.0414086730309755,-0.7429252715983988
TCGA.E9.A1RC,1.0414183492283924,1.2146038619860824,1.521754143185686,-1.4893182965211023,-0.1584323690957749
TCGA.E9.A1RD,-2.49472362749237,-1.3411485268251417,-0.9009213197551589,-2.280979915142056,-0.3081383101224449
TCGA.E9.A1RE,1.3109961210599028,0.06774954061024183,0.08793717608084539,-0.5297151884852369,-0.5087925191523228
TCGA.E9.A1RF,1.09411351314129,1.14021260207965,1.1065046115499448,0.09004294686208934,-0.10747722607924506
TCGA.E9.A1RH,1.1129113721988317,1.4359177930621552,0.18489489993135028,-1.240076635965633,3.033718703949012
TCGA.E9.A1RI,-0.02085915034510283,0.9892117734273397,1.1656089524243474,-1.0319218347552728,-0.3952852745167551
TCGA.E9.A226,-1.8028394668731764,-0.5049289951145917,-1.0706738755642644,-2.511399408369418,-0.4668745234996113
TCGA.E9.A227,-0.10005524870411563,1.0679159566825644,0.7726795167018611,0.5233564705061219,-0.2581840621102899
TCGA.E9.A228,1.366854200677035,-0.12061136074195225,0.7081857719446526,-0.3160220978105517,-0.39450813085859426
TCGA.E9.A229,0.409823703251939,1.5380727885399827,1.1899507270409964,-0.6921802615943418,-0.5268394514120491
TCGA.E9.A22A,-1.732228546475195,0.036707782774783176,-1.3421536798854599,-2.2343670250768244,-0.1633829920386494
TCGA.E9.A22B,0.5554859953792692,0.40720639266024694,0.7501412498451826,-0.06743653624197526,-0.33681717614863127
TCGA.E9.A22D,1.7723046798236828,-1.1804616513577155,0.4521149324463621,-0.0846257608610412,-0.7789401493669109
TCGA.E9.A22E,0.622313074509155,1.8318852533954868,0.8990641268962467,-0.455661886961168,-0.6316378949985827
TCGA.E9.A22G,3.25051907131071,-1.8150392300868459,-1.6402364824960003,0.37669458876070266,-0.7247375346259807
TCGA.E9.A22H,1.3850309148506172,-0.42748747800779824,1.236135785366379,-0.8047762769934569,-0.399393730086626
TCGA.E9.A243,1.380297238113358,0.4486645581691325,-0.3137945804624837,-0.31754245931581954,-0.736491549031886
TCGA.E9.A244,1.801517092294392,0.48371276904302357,-0.4078075281900939,-0.23455560750943852,-0.30209917959922483
TCGA.E9.A245,-1.8334880877640967,-2.0331514449143957,0.45430159109227214,-0.18118100508957466,-0.1854070091674741
TCGA.E9.A247,0.6070878971195574,-0.6277222293390013,1.1897224996239504,-0.7808927188471876,-0.2899305229335877
TCGA.E9.A248,1.8230519894390478,4.456886434998014,-0.029633754712090496,-1.8172362316816337,-0.10199120768971022
TCGA.E9.A249,0.381243119305228,0.16755079848724796,1.3630463668619508,-0.36034262215932034,-0.290575470849793
TCGA.E9.A24A,0.634234900205665,0.1861453926213903,1.4401315012448415,-0.21719789380492444,-0.47595827648485417
TCGA.E9.A295,-1.776452181841449,0.015126391953337136,-0.8634832872524065,-0.06329420365162222,-0.4023900577636211
TCGA.E9.A2JS,-0.3469129907793344,0.2011440086793358,-1.1896011723707145,0.6798416018415334,-0.5146358795601075
TCGA.E9.A2JT,-1.3045336849696654,-0.15412687181635923,-1.5620707932559128,2.180050213890994,-0.41421803349525704
TCGA.E9.A3Q9,-0.7630662831287186,-2.2686988453283146,0.3161575212631634,1.2768653249482922,-0.07219006797491309
TCGA.E9.A3QA,1.290972980543906,-0.26692633046485414,-1.9788866293656042,0.8133932834247988,1.505138168664993
TCGA.E9.A3X8,-2.6152348523965347,0.805054902038224,-0.6844559124495024,0.3583710834677995,0.24454769403608223
TCGA.E9.A54X,-0.0326944889466283,-0.067007428535332,0.7849142035691993,1.037406932756236,-0.48168464194748706
TCGA.E9.A5UO,-0.7009990724837956,-2.843082870653268,0.24698600812150015,0.20073877943497195,-0.39042574470900215
TCGA.E9.A5UP,-1.0240020950316737,-3.2789248866554894,-0.1805432058482878,0.377313097351358,-0.0483738267137908
TCGA.EW.A1IW,-0.5026447749597631,0.8648663449273317,0.2052163808143433,-1.0092465287167085,0.5535495230394692
TCGA.EW.A1IX,-0.34183855695985316,1.5284802811467002,0.9556810344185955,-0.5402995249212715,-0.42241890634999457
TCGA.EW.A1IY,-0.0540636742527856,0.06675120589234411,0.983377475067533,-0.8562514552447676,-0.4015443984374895
TCGA.EW.A1J1,-0.5112437055010564,-2.702806698819597,1.4381736624979975,-0.2532931518434239,-0.17848270092762233
TCGA.EW.A1J2,-0.10069676466823867,1.2781510276756172,1.1684218126674286,0.8389085887372814,0.6377648575574809
TCGA.EW.A1J3,0.26586399862662036,0.3153288900174617,1.160514107045527,0.8915536257696481,-0.36189785697743754
TCGA.EW.A1J6,0.9932468896176598,-2.2003469088681182,0.3354616059955933,-0.29050483461635984,1.1793378871926636
TCGA.EW.A1OV,1.696056520598328,-0.36727148236157553,0.48267524977912396,-0.2675035032645547,-0.6625216430911346
TCGA.EW.A1OW,0.40397779413125257,-0.3139854965569363,-2.0278020072781935,-1.000763346729341,-0.18340313653522572
TCGA.EW.A1OX,-1.4187340938342419,-4.422476221618277,1.5124484744576876,-1.4405731646416526,-0.05820012745773502
TCGA.EW.A1OY,1.062749220764658,-0.36345294616154544,0.7431108699872527,0.1473430334884196,-0.4337553262890811
TCGA.EW.A1OZ,0.8437983258218349,0.1529448637859882,0.5742063347834446,-1.0032410787236627,0.7759705712596386
TCGA.EW.A1P0,1.4580663003243406,-0.7015519958140211,1.5128880968199805,-0.32726148619530454,0.0851755574437942
TCGA.EW.A1P3,-0.8600960353796886,-0.12058972007425302,0.8149840318353404,-0.09692092168027053,-0.2658718831973421
TCGA.EW.A1P4,2.574460484946919,0.7830508658348119,-0.46469760563452533,-0.7084379513783207,-0.17303097451599736
TCGA.EW.A1P5,0.4934885560147977,-0.9068123155079185,1.500546333076577,-0.545726141397709,-0.5044217310829158
TCGA.EW.A1P6,0.9310079608327622,0.38299009283117724,1.2410120743793953,-1.2155801370107535,0.00485091305682931
TCGA.EW.A1P8,2.630588171821114,-0.8043217888435142,-0.863897066263877,-0.42452293729071366,0.06807228686455319
TCGA.EW.A1PA,-0.63202546770599,-0.20628653469934546,-1.0941673213430103,0.37505140549816607,-0.21781246239696858
TCGA.EW.A1PB,1.5498544894489543,-2.066850306309128,-0.8299562627526297,-0.18307552598246266,0.24945761239416506
TCGA.EW.A1PC,1.9714970501975886,0.7170404314084506,-0.9270763881628502,-1.0083569274977588,-1.0605535084007487
TCGA.EW.A1PD,0.10182431210350588,1.6971021781178426,0.7188276923778596,-0.2899220924708578,-0.37253635613906205
TCGA.EW.A1PE,-0.10662347780408868,-0.04232536452559381,1.0150068355854949,-0.42964868061144346,-0.29022231404329135
TCGA.EW.A1PF,-0.5454459094803965,0.7178597402153934,0.4692973788814132,-1.0388482635465985,-0.42210701359907005
TCGA.EW.A1PH,0.3655203697155865,-2.177583578339714,-2.7637463161158156,-2.459286854374047,-0.015700568948051923
TCGA.EW.A2FR,-0.19514449560785513,1.365827849627845,-0.7058963110373682,-1.389941611131984,1.2671646768671658
TCGA.EW.A2FS,0.21189041525186028,0.4018570105672447,0.24270200642502612,0.16270721846070582,-0.21405736640448386
TCGA.EW.A2FV,0.2877650334264334,-0.3447167387054707,-0.3993694643695911,0.49194459426914106,-0.5110757341513668
TCGA.EW.A2FW,0.546514090329817,0.6699549384620639,0.44037954875396845,0.125624732285276,-0.6180704869845776
TCGA.EW.A3E8,-1.2447527158353868,-0.525678929816724,-0.8007951351377695,1.1541398767418483,-0.363166615340673
TCGA.EW.A3U0,1.48382071676614,0.7172096954245929,-2.6461708621070903,0.8676232249144752,2.73443820274751
TCGA.EW.A423,-0.12008510450027106,-3.0175441806791703,0.2598363882756481,0.14004010106935932,-0.35957547609480006
TCGA.EW.A424,-2.7009766557514197,-0.5027265000566207,0.35318667072321325,0.2403218747573571,0.10267784797727592
TCGA.GI.A2C8,-2.338711486819968,-0.024922557476705593,-0.2418805231317704,-0.5903898699248384,-0.2170410016553739
TCGA.GI.A2C9,1.097124348533241,-1.0386549679310466,-2.042061994264133,0.8513847349459813,1.5147039946926513
TCGA.GM.A2D9,-1.768124354361097,0.2690444176589378,-0.5098146105408896,1.0118520454655933,-0.339469846322202
TCGA.GM.A2DA,-2.0014768793153146,0.3244711298324446,-0.8929309666854447,1.3055967204497512,-0.3369323585034914
TCGA.GM.A2DB,-0.1012163191030331,1.0354935066238236,-1.8112539296977492,1.0959290464601035,-0.6830387800511485
TCGA.GM.A2DC,-1.1368771659827697,-0.5210389535764857,-0.9217494560119174,1.3738247997858781,-0.2771545614764977
TCGA.GM.A2DF,0.6893937877913296,0.2939420309807316,-1.657968371660546,1.4669928478897307,-0.06761808746541569
TCGA.GM.A2DH,0.8950862480478582,-0.07831959818605817,-1.8514798079258654,1.0838993504222931,-0.4851570106120577
TCGA.GM.A2DI,-0.9786471523800969,0.4687412596737606,-1.492280231538987,1.5658537455283317,-0.5726559586831004
TCGA.GM.A2DK,-1.4120908181748932,1.0039069790140258,-0.7087536568545783,1.5430220615097363,-0.20236996026109166
TCGA.GM.A2DL,-1.77426713536644,0.2851667305769642,-1.0834667969634235,1.104231042725516,-0.31334666841189945
TCGA.GM.A2DM,-1.058579152295466,-0.7953604491254918,-0.24068741351372813,1.356793079319318,-0.36357231968253734
TCGA.GM.A2DN,-0.8704738758357645,0.7724091705359057,-0.5839300612655025,1.867670166324775,-0.360075352945173
TCGA.GM.A2DO,0.2011723452998433,-0.4829311584340532,-1.698847897468117,2.2189218797247894,-0.5155314813474717
TCGA.GM.A3NW,-1.4193188878700331,-0.136070829716056,-1.2544033883039385,1.2466182536257602,-0.46297738605789424
TCGA.GM.A3NY,-0.5737418638485414,0.23378658234957644,0.28341956060464235,0.997227852170134,-0.3982599189880021
TCGA.GM.A3XG,-1.4699574670755875,0.9930831467031155,-0.4327166747168322,1.4423238903337965,0.008253417199569424
TCGA.GM.A3XL,2.5683207232512353,0.2486855951573076,-2.185940721649778,1.8205098933905621,3.049209117356969
TCGA.GM.A3XN,-0.8271069803884701,1.8928990354751216,-0.5872529335693124,0.9156291800641726,0.6739219363789011
TCGA.GM.A4E0,-0.6660327690962484,0.4095738515911674,-0.17711644075343816,1.6160063498200274,0.10979709379397391
TCGA.JL.A3YW,-0.8599662517641666,1.0519378002799127,-0.8887901308033942,0.016188740855402766,-0.042962220294278555
TCGA.JL.A3YX,-1.1454442712030433,0.6796392722410124,-1.0627165157497056,0.06476235194963924,0.053242054197218946
TCGA.LL.A440,-1.4356758502865496,2.2296099469190533,-1.0277107058411827,0.7403685638102468,-0.24740483719024378
TCGA.LL.A442,-0.4219256222801898,-4.003208443839809,0.16358328455003326,0.8580469502074652,0.5480210728709384
TCGA.LL.A50Y,-0.8619635105748594,-1.6074200494603987,-0.03145832536887131,0.18635950935957,-0.3110429349249184
TCGA.LL.A5YL,-1.3000257087094764,0.9385079915909736,-0.42416080761290675,0.19112526427786133,-0.35900979667523786
TCGA.LL.A5YM,-0.5637734891835979,-0.5872498110794019,-0.05392537147054682,0.4826348434694346,-0.09079419999285397
TCGA.LL.A5YN,0.3397647421194105,-0.5503901728565984,-0.7117965062231139,0.7652256524728757,-0.3191558599220718
TCGA.LL.A5YO,0.644943871039206,-0.16934998847201005,-1.473857141170599,0.06707213737693082,-0.33916237051323256
TCGA.LL.A5YP,1.0975381321043112,0.866615775169418,-1.6600422723823371,-0.2557232812031987,-0.8272251354934683
TCGA.LQ.A4E4,-1.276353621360403,-1.5754623556752463,-0.020687661427927335,1.4204099157664967,-0.13114468036070523
TCGA.OL.A66H,-0.8005948692974372,-1.2166395334715534,-0.11342104143143379,0.7126544516250097,-0.3476851624314268
TCGA.OL.A66I,0.5463394905614798,-0.6250330990874754,-2.0406797467364046,-0.0026177312502501083,1.8390241248027035
TCGA.OL.A66J,-0.47237996883630184,0.8873610531242513,-0.19048843773766203,0.680430032718646,0.08147934128393601
TCGA.OL.A66K,-1.9701052744929421,0.15074253138240598,0.22354660230012022,-0.029408018010452786,-0.19391137114257756
