,MOFA_miRNA_Factor1,MOFA_miRNA_Factor2,MOFA_miRNA_Factor3,MOFA_miRNA_Factor4,MOFA_miRNA_Factor5
TCGA.AC.A3TN,-0.8037994719485364,0.7988571405218102,0.1660475726070155,0.31996295216296494,-0.2756615021314018
TCGA.AC.A3W5,0.6460871957052389,1.3519372493826132,-0.7250678497538872,0.6219163699358108,-0.7650751526257613
TCGA.AC.A3W6,-1.2605728452191465,0.8932859874420914,-0.7581128167299226,0.7030601818388146,-0.45991482382196053
TCGA.AC.A3W7,-0.9072845756648641,0.8226959919283503,-0.09843806403571806,0.5607512871841559,-0.006470553665031603
TCGA.AC.A5XS,-0.560893002872023,-0.3983228495665043,-0.41634992163366946,1.2782274572450678,-0.40741598692928266
TCGA.AC.A62Y,-0.5052010448570631,-0.7993537896056807,-0.04077652431460103,1.0592370958951802,-0.351538885397087
TCGA.AO.A1KP,0.21417511085622873,1.0788726040982788,2.1663083518895325,1.412744821597135,3.2015185129195456
TCGA.AO.A1KQ,1.1781249010003778,-0.3326255211087115,0.3221651235793611,-0.7569274644073042,-0.6483524615612153
TCGA.AO.A1KR,3.5629682750726466,0.619649432518738,-0.6339536928742291,1.319657021955002,0.9189131907381923
TCGA.AO.A1KS,1.1673851940450288,-0.6098622316450827,0.15676513028342975,0.05998059904640229,-0.3921297229142151
TCGA.AO.A1KT,1.0095064362344064,1.5359002574166072,0.9770326260294057,0.7745878383531003,0.8417477553580528
TCGA.AQ.A0Y5,-1.9862177376080692,0.1995103666553175,-0.944600072991625,-2.3599598511221678,-0.30911199865683714
TCGA.AQ.A1H2,1.3698325124443544,-0.8253455075900175,2.2973913345179358,1.6610367042197516,-0.4306417884306659
TCGA.AQ.A1H3,-0.37000227687493725,0.9862544150955822,0.8837049402375812,1.3572852721400661,-0.28887695258465534
TCGA.AQ.A54N,1.6675347703427243,-5.008963542769338,-1.8032923633096007,1.5732811023232265,-0.922519248356599
TCGA.AQ.A54O,-0.7364765302222551,0.18792079432582506,0.3092363427850065,0.14065067311947674,-0.24618204049680048
TCGA.AR.A1AI,2.7215605656536908,-1.6483726280093318,-1.2626418122867111,-0.38226831996614863,-0.90284623949531
TCGA.AR.A1AJ,1.9274514281434685,1.9800468548731625,-0.3759635784614239,0.1492721368874914,0.878023290418861
TCGA.AR.A1AM,-1.4519261907023429,1.111807290979818,-0.7447109415780411,0.09433268560182907,0.22848448279764363
TCGA.AR.A1AN,0.6958316619219196,2.9243501856130916,1.010256835859066,1.1147729243413025,-0.17708599102724806
TCGA.AR.A1AP,-0.12004070882316993,0.1314899617381878,0.4093874334629478,-0.4073455168764654,-0.5510728568072466
TCGA.AR.A1AQ,2.6589334336444455,-0.5976886054703537,-1.1812510157401879,0.26191152681339125,-0.11249502890995368
TCGA.AR.A1AR,2.5194335465374147,1.7400402101557906,-0.048751991637608745,1.4237742316221171,1.282175243207151
TCGA.AR.A1AS,0.6183604347667526,-0.10114554148131825,1.3323897398870417,-0.29804463864887737,-0.3070895266076468
TCGA.AR.A1AU,-0.17450701750800163,0.2672732597231276,0.4543291305341899,0.8296585436074002,1.8516010740648925
TCGA.AR.A1AV,0.03127678072458508,-0.13642375222970957,1.9533691781780176,0.9352081298050975,-0.01874803811204871
TCGA.AR.A1AW,2.126264681634912,0.7533177482572657,0.7605470207131354,2.1011607877730296,-0.1965436590451804
TCGA.AR.A1AX,-1.3172296774585506,-0.2342977477426902,-1.0701088910546854,-0.48455796287728964,-0.15798273312009853
TCGA.AR.A1AY,1.1743232080764818,-0.7475801676844934,-1.0246093141473243,-1.0561785858030655,-0.6885202928805556
TCGA.AR.A24K,-3.1147096664589826,-1.8081662328781982,-0.5195823179756573,-3.0181258424539443,-0.05039861752785306
TCGA.AR.A24L,-0.8479073678052423,0.3963654859777744,1.1015150842242412,-0.683495069360483,4.000531083661182
TCGA.AR.A24M,-1.370700616491764,-0.3194271704781479,1.1456062310845512,-1.186992431437292,0.27385456209889186
TCGA.AR.A24N,0.5919280378380747,0.35937015928273947,1.5011223931812943,-0.5277553454993392,-0.4813636265248972
TCGA.AR.A24O,-0.8290620348205712,0.3430895755687,0.6144034064626469,-0.43403525019642736,0.010817760081887954
TCGA.AR.A24P,-0.20182696458757243,1.2712536400813768,1.1700247821031822,-0.1977235240228282,-0.11433464233193086
TCGA.AR.A24Q,1.4744186525782654,0.2797198528059218,-0.08869087058621027,-0.3749618868991607,-0.10924667198812749
TCGA.AR.A24R,1.5949085535310932,-0.15917191757846827,0.7600166641358729,0.5324586826418187,0.4351718165407807
TCGA.AR.A24S,0.8899331296402776,0.41460814932754547,-0.056667417973821965,-0.3602317195575218,0.11669766770168893
TCGA.B6.A1KC,-0.9392067871748802,-1.4111470273674793,-1.3832753735731618,-1.394499523999923,-0.1467623083600991
TCGA.B6.A1KF,2.4572897733817602,-0.3959126626012879,-0.9249842540496028,-1.1215413105360827,-0.6259996362806577
TCGA.B6.A1KI,-0.9514200436009315,0.4526034726277973,1.57542694355791,-0.5460270062368825,0.3887148154414044
TCGA.B6.A1KN,0.9867923642855874,0.1926692883131197,0.2358557586228062,-0.11963987133575131,-0.6774547497445385
TCGA.B6.A2IU,-1.724851432544648,0.0018665282207476627,-0.9638999830796717,1.5938980268783642,-0.28056431474355586
TCGA.BH.A0AU,-0.16303625869983446,0.564199811491191,0.6352750881037333,-1.0782999009144403,0.8820976991654127
TCGA.BH.A0AZ,-0.88987877260501,0.9996415979910465,0.787036003737022,-0.7101365751240184,-0.08146189093797049
TCGA.BH.A0B5,-1.025640264729751,0.049722289683199083,0.6293951787454767,-0.3563244748159974,0.2708111071006851
TCGA.BH.A0B6,-0.8947206406822387,0.16179814075626356,-1.0426921666591642,0.9614606860999866,-0.4526655054004229
TCGA.BH.A0BF,0.3550097742289715,0.9513133068173333,0.12895330612563696,-0.7386265113155159,-0.23193101724218915
TCGA.BH.A0BS,-0.2969650189101709,-0.4325457252678333,1.8164965069243304,1.134503222229357,-0.118127623669925
TCGA.BH.A0BZ,-1.101252045793448,0.8735233311792249,0.2509377672382576,0.4861590880031032,0.42276860275532324
TCGA.BH.A0C3,0.5665541980890529,1.344750374615267,0.598999044529265,0.44322810433691445,0.20526950859184406
TCGA.BH.A0DD,1.0487677198622103,-0.5985483964538617,0.23130775794866362,-1.063208999063911,-0.6685965336076009
TCGA.BH.A0DG,-0.21782532582335754,0.28481774243522684,0.3717952764761025,-0.538878371284741,-0.45537472837551096
TCGA.BH.A0DI,-0.6323941487818435,1.811244906446389,0.10113883400614124,-0.878500261759383,-0.3193263713174979
