,MOFA_methylation_Factor1,MOFA_methylation_Factor2,MOFA_methylation_Factor3,MOFA_methylation_Factor4,MOFA_methylation_Factor5
TCGA.C8.A27B,4.160213139547193,0.37151249088496685,-0.8337116790461967,1.037277942601658,-1.0102384896295662
TCGA.C8.A3M7,0.6809766926770844,1.0951827235465037,0.17304104684980484,-0.3719671209608121,1.4117984301700355
TCGA.C8.A3M8,-2.341774176925766,2.4780128220540147,0.047835705615763974,-0.647895849135813,-1.4020860367470467
TCGA.D8.A1J8,-1.8296683214400273,2.3684941322709743,0.2256186840760657,0.06315454426543025,0.6824031048972171
TCGA.D8.A1J9,-1.7868685148891617,1.8130772361181131,-0.2041651674304137,1.121094545777102,0.5907508924325847
TCGA.D8.A1JA,-0.8357407448231314,-0.6275971381022476,-2.087825121020039,1.847929127729537,-0.23084575198025298
TCGA.D8.A1JB,1.2847942900850169,0.28042046480441407,1.4248331225427877,-0.6883402843949832,0.14952315357282475
TCGA.D8.A1JC,-0.2527726701743388,-2.0174036890639804,-1.545846874651426,-1.2436764751122382,-1.1691117635776542
TCGA.D8.A1JD,-0.6851781220099702,-0.70398795689645,-1.1962061735978529,-0.3303914096969394,-0.19321024429991587
TCGA.D8.A1JE,-0.42602876047514976,-1.9917262956926172,0.1712087535092968,0.22959207660988126,0.8504223962555649
TCGA.D8.A1JF,0.28639568340125987,1.4835355527247571,-2.956522473176295,-0.31455858319947755,1.5466378384570505
TCGA.D8.A1JG,1.0960901825867668,1.2857487735863489,-1.727324283128892,-0.4208867488242152,0.6130473943894603
TCGA.D8.A1JH,0.12186465020412508,-1.0365936386489167,1.8378419029468582,0.04353861100451832,-0.028843382144356635
TCGA.D8.A1JI,-2.901661847965499,-2.0186929299394194,-2.1409871008979846,-0.9955024829158923,0.043074758495842996
TCGA.D8.A1JJ,-0.624476479215927,-0.3162582785165943,0.12368438251492406,1.3602919550160832,0.07908213534558232
TCGA.D8.A1JK,1.6228274514876113,-1.35621462058241,-2.725520806478458,-0.18393546939899114,1.1385952286244316
TCGA.D8.A1JL,3.710303887822599,0.04488521124349489,0.6038530458798914,0.31349339093823836,-0.5144878852915915
TCGA.D8.A1JN,-3.3271805204485045,0.8923962695088,-1.9929799872383762,2.7537122298749885,1.5244178245754894
TCGA.D8.A1JP,-0.751272023129919,-0.39519965979783517,1.0082169891644328,1.8036321195791567,-0.296534147211566
TCGA.D8.A1JS,-2.459236485967005,-3.0588189763747327,1.026580533100737,1.2788590434043818,0.9702009129129553
TCGA.D8.A1JT,-2.501200485627709,-0.9306144786083992,-2.68771288598243,-0.515288468147963,0.008282042802040236
TCGA.D8.A1JU,0.6004635199363254,-0.7723346380503721,1.7079598663259357,-0.21943174347384975,1.0186869447962268
TCGA.D8.A1X5,-1.6356517986347692,0.29205360270186476,-1.9124376242514776,0.045068236777197186,-0.33044699420032186
TCGA.D8.A1X6,-1.6312158410305018,-2.9005657496145045,-2.358160566243705,-0.8701882755204006,0.19152467044439786
TCGA.D8.A1X7,-0.8395822585107802,-2.760780731808039,-0.8407038808647103,0.639210769225208,0.4802975822282466
TCGA.D8.A1X8,-1.1084219387319119,-0.3296437372034686,0.20433065228609962,-0.6085178901295366,0.46423077080494846
TCGA.D8.A1X9,-2.6643062141892413,1.1339949488816143,-1.9603177463045636,-1.0268013805522198,-1.0172841445039111
TCGA.D8.A1XA,-2.358371135111118,-1.2246942720112866,-2.622663057551015,0.5083089973911272,-0.055093901616012936
TCGA.D8.A1XB,-1.1673340816661357,0.6336350518940166,0.8179571467178083,-0.06403969419673917,0.28427107613792985
TCGA.D8.A1XC,-2.093371011704974,-1.720260106668352,1.217961429562438,2.049468775954314,0.2770546006319077
TCGA.D8.A1XD,-1.498453407244797,-0.19651075839749949,1.5373806798466363,0.24463156232551578,-2.1188127096741094
