,miRNA_PC1,miRNA_PC2,miRNA_PC3,miRNA_PC4,miRNA_PC5
TCGA.C8.A278,11.34443475719484,-2.6867167027649352,3.1587596107402662,-0.7225689596489927,-3.740403490807103
TCGA.C8.A27A,9.05756069292041,-3.02439458406506,3.2889636877971076,3.8388529314715036,-3.7028392594234316
TCGA.C8.A27B,14.433265955475997,-12.322509107736924,-7.650023720148496,1.7361974289035962,2.4485785000793436
TCGA.C8.A3M7,-13.370364988399539,1.9083955867041116,-5.721081119396563,4.52854528458257,2.3989765619021632
TCGA.C8.A3M8,-5.89591260273823,0.8424308069783014,-1.667202734507065,1.6461672952813682,-1.107448343663188
TCGA.D8.A1J8,2.094817950538572,-5.499353679231437,3.349797428829942,-1.0270355451946291,-2.481135782029218
TCGA.D8.A1J9,3.901891805383854,-0.4035519722156522,6.062261698870897,-2.187856519747913,-5.133819363080464
TCGA.D8.A1JA,2.087530293532632,-9.502736433667051,7.8263576744647345,-7.467973655745866,-6.784213936354652
TCGA.D8.A1JB,-0.5535777849403859,3.795329790949848,1.6469256203852214,3.129588187901872,5.86341077690743
TCGA.D8.A1JC,9.321685213679311,2.1247126650604256,3.4139129177650718,-3.216106857749014,-3.8785590728225103
TCGA.D8.A1JD,0.5391271060999969,5.47070595882952,4.455314561650931,-1.138156858282442,-2.5141334919128893
TCGA.D8.A1JE,3.3638598976271212,11.107349276066905,7.300480066045767,1.2753269172771775,1.3194951438588016
TCGA.D8.A1JF,5.714326829982676,7.893420359845153,4.356837841381014,0.22698184527270596,-0.20493387861946336
TCGA.D8.A1JG,12.608973669322548,1.6352961009049627,1.1447826345113703,4.830569682442661,-4.736602634602213
TCGA.D8.A1JH,-0.08560176921592492,10.594948166933985,3.973067257675579,0.45186531979043504,2.9787413630789574
TCGA.D8.A1JI,-3.6952513786799526,-14.57341116934071,10.211700951063014,-1.6007428255760217,1.965408960981688
TCGA.D8.A1JJ,2.015724502847341,4.063748800071713,6.770325151619256,-6.6417412773605795,-2.3119252817705367
TCGA.D8.A1JK,6.85787910685876,-3.461285167170424,-0.1823914569192344,-3.750769949340886,-1.661772672870015
