,methylation_PC1,methylation_PC2,methylation_PC3,methylation_PC4,methylation_PC5
TCGA.C8.A3M8,-23.31509124189448,22.121631988520598,-3.711251116096711,-1.2803261761007982,-8.77785788079875
TCGA.D8.A1J8,-17.150576269788733,21.05858199834395,-1.0024452846216387,1.592341113048066,5.519956065318423
TCGA.D8.A1J9,-16.867683146173512,13.44889907662217,-3.0866546171465314,9.022062462121912,5.077953545342809
TCGA.D8.A1JA,-9.453487463552678,-11.728995495531542,-15.013258785288647,11.34290342442301,0.3387992375263676
TCGA.D8.A1JB,15.153997251862318,4.758349399762668,8.884967556005108,-4.276235592858198,-1.0908243123195076
TCGA.D8.A1JC,-5.215806412663841,-17.099027291157977,-9.181092493303137,-10.525326043428295,-7.7611334738073054
TCGA.D8.A1JD,-8.608809331049578,-6.977092542364693,-7.181760996795367,-3.4044318031730367,-1.739283998907827
TCGA.D8.A1JE,-6.0694959209262,-16.281656810262945,6.204314243136537,-0.2940235096873766,4.7303986764563275
TCGA.D8.A1JF,-0.3226266411133962,5.496627238239351,-22.337107072184843,-3.576014437080744,11.45055548041923
TCGA.D8.A1JG,10.748031088117436,6.416677522985058,-14.54371923154037,-3.4250938462384,4.480146268422952
TCGA.D8.A1JH,3.064652678947083,-4.6168463763803045,14.009645921375709,-0.3612180241086142,-1.4157403716987147
TCGA.D8.A1JI,-35.17699812321173,-17.30890916850474,-9.48863588094194,-9.143316792961222,1.529746116098535
TCGA.D8.A1JJ,-6.180610609676231,-4.3867471781251135,1.097838478236494,8.896073847613998,0.16837641683229507
TCGA.D8.A1JK,13.093971979123857,-17.512415110031238,-18.43534328584254,-5.462676641506467,7.463525773721631
TCGA.D8.A1JL,39.26672563247497,-0.46188105187743267,0.7924876558592522,2.0476981567085506,-3.4812000673030314
TCGA.D8.A1JN,-35.83385600541218,1.294258375566969,-12.493054524763659,18.931210486570667,13.924153169726399
TCGA.D8.A1JP,-4.915084896670837,-2.890798451206134,6.057540674070945,12.628049203988022,-1.550101258981371
TCGA.D8.A1JS,-24.93823902618173,-20.844277898334735,14.718055324492223,6.181900010444599,6.466544045512424
TCGA.D8.A1JT,-28.958222831059768,-10.96288140575929,-15.57090428677881,-5.820685184856828,2.197082517575035
TCGA.D8.A1JU,7.744524963889059,-3.002352068653473,14.428176364891938,-1.5576118766192835,4.865304464082408
TCGA.D8.A1X5,-19.65901850620791,-1.8866071524281323,-14.04938329427906,0.1268236807123732,-1.3189897100450496
TCGA.D8.A1X6,-20.946515361378886,-25.17381230668263,-11.913110716494854,-10.883357452290113,2.880573719686242
TCGA.D8.A1X7,-10.837666515193783,-23.098539592492322,-0.9840594109133864,1.5672877265173166,3.208495584761619
TCGA.D8.A1X8,-12.232271128217178,-0.42874376562422145,4.201869538466898,-4.293868556476836,2.3468065650091994
TCGA.D8.A1X9,-30.070285120329896,7.7070118407123935,-14.43107041456228,-6.403456792130115,-5.957175453245818
TCGA.D8.A1XA,-29.338328595699963,-15.366285050991108,-14.97763137880993,1.3615677304790814,0.5932406961827528
TCGA.D8.A1XB,-11.197120753337995,7.875507233694425,6.4747793446825,0.6368451012723417,0.9947136593098892
TCGA.D8.A1XC,-20.006324112625045,-12.407758543589088,12.431192847307438,12.94912583550875,1.6645689626284612
TCGA.D8.A1XD,-13.892567869166754,1.626712686051517,10.35031590237389,3.731873000255259,-16.347869373667958
TCGA.D8.A1XF,-30.634568149980463,49.35843626180989,0.7213192698759673,1.9543865001654648,-17.753726216395886
