,RNAseq_PC1,RNAseq_PC2,RNAseq_PC3,RNAseq_PC4,RNAseq_PC5
TCGA.AC.A3HN,3.703984985315482,21.598480746191335,-1.9152871843788875,-2.460871851638736,0.7883268548775404
TCGA.AC.A3OD,-1.00226553517799,19.515791616412884,-1.941035703083284,3.185533367544432,3.177907168980968
TCGA.AC.A3QP,2.2787142589337823,14.465634281808676,-8.439445306429118,-2.6256663857107894,-10.790932678713203
TCGA.AC.A3QQ,9.44857688101536,9.84004423508448,-6.003914312758457,6.900266899941037,-20.41980377358374
TCGA.AC.A3TM,6.6822732358031605,12.050343298011637,-11.167709071011394,3.6102001837807625,-20.16886332244521
TCGA.AC.A3TN,17.00131088428888,4.224349487848209,-8.634207667696364,-1.1708738227867865,-19.07086500104341
TCGA.AC.A3W5,-9.4617695176903,8.367680470093244,15.06086627800806,-5.410607225284595,-8.142509812649795
TCGA.AC.A3W6,5.945745995470301,14.365987338659497,6.978516999393849,3.2778080199812174,-4.033462179647201
TCGA.AC.A3W7,5.338366519358741,18.18021200299069,-9.060432930392693,-11.311938256788928,-7.741244582534401
TCGA.AC.A5XS,1.757757148726128,14.03435662690136,1.5676823733133636,10.052104592516983,-14.698262619877015
TCGA.AC.A62Y,14.090305583461378,1.9113185630895932,-2.1289266077272626,4.653757292446517,-10.773793462473082
TCGA.AO.A1KP,14.189517085435906,-11.713851556376133,-3.4461178700549997,-3.2123454521080643,0.9878118297539916
TCGA.AO.A1KQ,9.231435576969647,-5.413924376696846,7.8215508771849445,16.509305909221297,-1.693790261446247
TCGA.AO.A1KR,-28.74392744102235,-7.701634886718089,-10.744414002259868,3.1694616384063155,-12.590009581659253
TCGA.AO.A1KS,5.751408503380046,-1.357021687859459,3.8336367034435717,-1.1455262875014913,13.428359430672463
TCGA.AO.A1KT,6.865613364024072,-7.883843920887232,2.297962169817272,-4.018862987332194,-0.34571654571202476
TCGA.AQ.A0Y5,5.027943223702501,-12.936926371127768,6.391342720565473,-13.18835728414083,4.071486499632283
