,Concatenated_PC1,Concatenated_PC2,Concatenated_PC3,Concatenated_PC4,Concatenated_PC5
TCGA.D8.A1XA,-32.01283293694528,-17.135234771763077,-9.923137834475412,-11.587877160055914,-0.18457872224220748
TCGA.D8.A1XB,-15.585842807178068,8.830376071252113,4.571834109598464,8.513307832098667,-12.827525291634142
TCGA.D8.A1XC,-36.13939860308627,-14.307286202071017,-25.847212674841312,26.897242274877414,13.16744772228654
TCGA.D8.A1XD,-18.241876693204127,-6.026050057279505,-1.2211947038129825,14.094741509157537,5.41718873803334
TCGA.D8.A1XF,-30.281911917483992,-24.58661712019504,48.871411715656265,28.148669611966035,25.713362779731177
TCGA.D8.A1XG,-10.28915326841565,0.40181031686636975,-30.77195583272213,29.111456591802135,7.7492346257043465
TCGA.D8.A1XJ,-5.893081683942741,-14.343197782110183,12.694325470407614,8.647917601129544,-23.259981564000295
TCGA.D8.A1XK,56.18140452059986,-15.826614473045067,-0.4843000434370539,14.636214740940073,8.334987405566507
TCGA.D8.A1XL,-1.809454712100395,-5.187451613267101,-0.8936511332001463,-8.498630223941625,4.870620270507297
TCGA.D8.A1XM,-2.1920506855153223,18.98745785357149,-0.6934706634824146,0.9830037218563052,4.988453878087002
TCGA.D8.A1XO,-11.70756561935516,11.932070892894506,-9.843156752389769,-0.40183706552110715,-10.628410828542208
TCGA.D8.A1XQ,46.64111953864608,-27.122582036673197,-7.7439398718169485,-9.94933353777848,2.682487176412827
TCGA.D8.A1XR,-25.92311913197106,-5.981230125003118,-41.58401883251639,-7.807283919694778,-3.4140987764615636
TCGA.D8.A1XS,-19.189622198059414,-2.1830414103732796,-16.686197519906333,-7.898705005304466,-3.947617096338012
TCGA.D8.A1XT,22.35877871459761,-10.02851415321229,6.766399921669698,-0.6847015105690472,-4.512932067701772
