,MOFA_RNAseq_Factor1,MOFA_RNAseq_Factor2,MOFA_RNAseq_Factor3,MOFA_RNAseq_Factor4,MOFA_RNAseq_Factor5
TCGA.BH.A201,0.23615689439052898,1.4620881808667476,-2.1557399299908218,-1.8883299211271607,0.6008208580180889
TCGA.BH.A202,-0.7238311635713336,-1.126114137835262,2.1836604398975488,-1.149143943482263,-0.13458310025974915
TCGA.BH.A203,-1.08392287619311,-0.29707114218919284,1.8375049916464552,-0.7606756590869491,-0.6294692773062086
TCGA.BH.A204,2.0470375742371565,-3.798959220567729,-1.592152436222645,1.1666070296991715,3.424404764997833
TCGA.BH.A209,-0.7661681346072798,-0.028000156770282416,3.701410345306376,1.360683200212505,0.06659891683523914
TCGA.BH.A28Q,1.6633679325931296,0.7479724505695257,0.0077083849662372755,-0.7297049593756714,0.43550496932401217
TCGA.BH.A42T,1.1576974397285755,-0.02700344568671846,-0.5536412904559495,1.2280980901541938,-1.4368588327705498
TCGA.BH.A42V,0.487778747051707,3.76136718848676,-1.5699914954435734,0.611014959757166,-0.370755004644658
TCGA.C8.A1HE,2.0031053145391704,0.09768906417229002,-0.18378220638486006,-0.8858465789836426,-0.5270377061456787
TCGA.C8.A1HF,-0.9221873751754576,-1.6132124486355466,3.3611170654595344,0.03881971008594532,-0.7135156107660273
TCGA.C8.A1HG,-0.016216514982523036,-0.964488929555819,1.9578534895157271,2.7162424834422736,1.2477849176185294
TCGA.C8.A1HI,0.4499549822067668,0.8551546557873325,-1.7446435783537626,-0.5682867758726268,0.1348343534516082
TCGA.C8.A1HJ,-4.204211738749944,-0.47372834315571694,-1.79170922134681,0.6488969896195497,1.369881466266797
TCGA.C8.A1HK,-0.5805625843458367,-2.0515459834245626,1.527308432577931,-0.31572353426919625,0.1648631827313343
TCGA.C8.A1HL,1.0220474180325927,-1.7465437860842055,0.17017416125583193,-0.2792428897774415,0.07206683732698889
TCGA.C8.A1HM,-0.29446383530784526,-1.5671049854695416,3.9751814721043037,2.072927788637531,-0.9093093589025302
TCGA.C8.A1HN,1.0319540323005936,-3.3428454833528587,0.30328121181749673,0.840193088341782,0.12196636339432855
TCGA.C8.A1HO,1.861432491999625,-2.141252374961526,0.022010547479613396,2.230565764976102,2.078916371829915
TCGA.C8.A26V,0.3960579274483989,-2.1739056891417623,1.0448264663811764,-1.1097985321763388,-0.7845276412193343
TCGA.C8.A26W,0.6584573354360347,1.4186782278756513,0.9488313434196832,0.25651068740854865,-0.46455992802525203
TCGA.C8.A26X,-1.5854004345848516,-0.13545900517236048,3.362830574330575,-0.6336361399359887,-1.387159866149271
TCGA.C8.A26Y,-1.8711787627367347,-1.7181316485656906,0.8144652566785342,-0.5705388617115343,-2.1103209395533615
TCGA.C8.A26Z,1.5940296840829737,-1.6193272874826488,-0.7128919957430316,0.028697872750009252,1.0162488406449783
TCGA.C8.A273,0.6781022923149607,-1.0925599816405855,-0.5473809449179012,-0.0576083624257056,0.6123634948968907
TCGA.C8.A274,1.153080336195387,-2.5541911705905216,0.6299716495355118,-1.6749017217353594,-1.4436873852493037
TCGA.C8.A275,-1.4345594154383743,-0.6424599200448409,3.506512455349174,-0.696734805160598,-0.7784261192358238
TCGA.C8.A278,-1.0657949013657892,-0.7794723424396729,3.7888267632550554,-1.4651580724155995,-0.5569664478024468
TCGA.C8.A27A,0.7221852515391471,-2.989091509374998,-0.5225255751704755,2.0230303548327435,3.042637221934447
TCGA.C8.A27B,-4.68892518907549,-2.389651949469905,1.010175608277756,1.192690373921115,0.39562995007715124
TCGA.C8.A3M7,-0.2020740059016878,2.3519680997338823,-0.8001878686775218,-0.8579898603497145,-0.6405004166722871
TCGA.C8.A3M8,1.5596064424836549,-0.6693335989939728,-1.6603353412970354,0.7152056533088753,0.39870160388918474
TCGA.D8.A1J8,-0.40644797262165416,-1.704887114405113,3.9514682605077116,-1.1515095628782208,0.11014572303364095
TCGA.D8.A1J9,0.1487703939000668,-1.8385408174026385,1.4930604625840422,-2.7101301035335372,-0.3504443614765162
TCGA.D8.A1JA,-0.7525581145417785,-3.5711782317915404,1.9850676743680717,-2.712665079685949,0.4072092956695942
TCGA.D8.A1JB,-0.14298076637238546,2.7510086376299454,0.9715259744979066,0.8050029417941076,0.9592891133086543
TCGA.D8.A1JC,0.12745027826356198,-0.37064679482606455,1.212098144767824,-0.6129295125962311,0.38414830443110176
TCGA.D8.A1JD,0.7069746543882071,-1.1137610657495367,1.8225584578497276,-1.5478538480103867,0.7094100211192278
TCGA.D8.A1JE,1.9024648228514716,-2.0472374729745666,1.3482344390884982,-1.1563223167904142,0.7834509548791115
TCGA.D8.A1JF,-0.9728689366496023,-1.2421728631344713,2.6746540453735883,-2.448027018259057,0.02386487211480926
TCGA.D8.A1JG,-1.6985016833512079,-1.2966203664582008,3.7804657335952436,-1.6172422785471743,-0.5049661782273421
TCGA.D8.A1JH,1.0170059559135047,2.264852383071947,0.018817431585401563,-1.1178997697804665,1.2873340344450996
